PERSON_TYPE,PER,ORIG_PURPOSE,QUANTITY
ALL,15,SCHOOL,1015557
ALL,15,SHOPPING,176485
ALL,15,SOCIAL,57638
ALL,15,UNIVERSITY,53790
ALL,15,WORK,1977875
ALL,16,ATWORK,83515
ALL,16,EATOUT,41433
ALL,16,ESCORT,86343
ALL,16,HOME,2732265
ALL,16,OTHDISCR,160667
ALL,16,OTHMAINT,249465
ALL,16,SCHOOL,1018971
ALL,16,SHOPPING,199912
ALL,16,SOCIAL,62997
ALL,16,UNIVERSITY,56704
ALL,16,WORK,2008940
ALL,17,ATWORK,147369
ALL,17,EATOUT,49681
ALL,17,ESCORT,85746
ALL,17,HOME,2669925
ALL,17,OTHDISCR,156192
ALL,17,OTHMAINT,254532
ALL,17,SCHOOL,1019591
ALL,17,SHOPPING,214322
ALL,17,SOCIAL,68176
ALL,17,UNIVERSITY,59284
ALL,17,WORK,2031542
ALL,18,ATWORK,297766
ALL,18,EATOUT,65971
ALL,18,ESCORT,88942
ALL,18,HOME,2626333
ALL,18,OTHDISCR,150290
ALL,18,OTHMAINT,257505
ALL,18,SCHOOL,1017798
ALL,18,SHOPPING,224635
ALL,18,SOCIAL,72936
ALL,18,UNIVERSITY,61448
ALL,18,WORK,2037068
ALL,19,ATWORK,434468
ALL,19,EATOUT,80273
ALL,19,ESCORT,92228
ALL,19,HOME,2603138
ALL,19,OTHDISCR,143583
ALL,19,OTHMAINT,258179
ALL,19,SCHOOL,1014167
ALL,19,SHOPPING,229713
ALL,19,SOCIAL,76281
ALL,19,UNIVERSITY,63146
ALL,19,WORK,1962224
ALL,20,ATWORK,471088
ALL,20,EATOUT,90450
ALL,20,ESCORT,96584
ALL,20,HOME,2597116
ALL,20,OTHDISCR,135957
ALL,20,OTHMAINT,257099
ALL,20,SCHOOL,1008326
ALL,20,SHOPPING,228943
ALL,20,SOCIAL,78975
ALL,20,UNIVERSITY,64346
ALL,20,WORK,1948012
ALL,21,ATWORK,363362
ALL,21,EATOUT,88308
ALL,21,ESCORT,101257
ALL,21,HOME,2607132
ALL,21,OTHDISCR,129957
ALL,21,OTHMAINT,258476
ALL,21,SCHOOL,1000534
ALL,21,SHOPPING,221070
ALL,21,SOCIAL,81349
ALL,21,UNIVERSITY,65029
ALL,21,WORK,2002002
ALL,22,ATWORK,239863
ALL,22,EATOUT,78838
ALL,22,ESCORT,111062
ALL,22,HOME,2616256
ALL,22,OTHDISCR,126586
ALL,22,OTHMAINT,254553
ALL,22,SCHOOL,989582
ALL,22,SHOPPING,216330
ALL,22,SOCIAL,83901
ALL,22,UNIVERSITY,65305
ALL,22,WORK,2048310
ALL,23,ATWORK,162988
ALL,23,EATOUT,73971
ALL,23,ESCORT,145559
ALL,23,HOME,2638058
ALL,23,OTHDISCR,126141
ALL,23,OTHMAINT,256742
ALL,23,SCHOOL,973240
ALL,23,SHOPPING,219901
ALL,23,SOCIAL,88186
ALL,23,UNIVERSITY,64799
ALL,23,WORK,2059527
ALL,24,ATWORK,108268
ALL,24,EATOUT,69904
ALL,24,ESCORT,186449
ALL,24,HOME,2721373
ALL,24,OTHDISCR,129091
ALL,24,OTHMAINT,253909
ALL,24,SCHOOL,944572
ALL,24,SHOPPING,228012
ALL,24,SOCIAL,93265
ALL,24,UNIVERSITY,63660
ALL,24,WORK,2040513
ALL,25,ATWORK,80373
ALL,25,EATOUT,70567
ALL,25,ESCORT,175945
ALL,25,HOME,2911078
ALL,25,OTHDISCR,133646
ALL,25,OTHMAINT,245278
ALL,25,SCHOOL,798434
ALL,25,SHOPPING,233961
ALL,25,SOCIAL,97028
ALL,25,UNIVERSITY,61631
ALL,25,WORK,2001802
ALL,26,ATWORK,58633
ALL,26,EATOUT,75060
ALL,26,ESCORT,178618
ALL,26,HOME,3128535
ALL,26,OTHDISCR,143190
ALL,26,OTHMAINT,245186
ALL,26,SCHOOL,682061
ALL,26,SHOPPING,234683
ALL,26,SOCIAL,102504
ALL,26,UNIVERSITY,58667
ALL,26,WORK,1936781
ALL,27,ATWORK,41536
ALL,27,EATOUT,79726
ALL,27,ESCORT,171803
ALL,27,HOME,3398238
ALL,27,OTHDISCR,153809
ALL,27,OTHMAINT,241795
ALL,27,SCHOOL,522105
ALL,27,SHOPPING,233590
ALL,27,SOCIAL,105625
ALL,27,UNIVERSITY,52322
ALL,27,WORK,1844576
ALL,28,ATWORK,29191
ALL,28,EATOUT,83570
ALL,28,ESCORT,161045
ALL,28,HOME,3714254
ALL,28,OTHDISCR,163108
ALL,28,OTHMAINT,230616
ALL,28,SCHOOL,361272
ALL,28,SHOPPING,223819
ALL,28,SOCIAL,103744
ALL,28,UNIVERSITY,47154
ALL,28,WORK,1706199
ALL,29,ATWORK,20207
ALL,29,EATOUT,91900
ALL,29,ESCORT,147336
ALL,29,HOME,4014728
ALL,29,OTHDISCR,212679
ALL,29,OTHMAINT,221279
ALL,29,SCHOOL,251805
ALL,29,SHOPPING,222460
ALL,29,SOCIAL,109071
ALL,29,UNIVERSITY,44101
ALL,29,WORK,1525162
ALL,30,ATWORK,14002
ALL,30,EATOUT,104110
ALL,30,ESCORT,138776
ALL,30,HOME,4260429
ALL,30,OTHDISCR,268522
ALL,30,OTHMAINT,215355
ALL,30,SCHOOL,201719
ALL,30,SHOPPING,233788
ALL,30,SOCIAL,113394
ALL,30,UNIVERSITY,39837
ALL,30,WORK,1277227
ALL,31,ATWORK,10134
ALL,31,EATOUT,120868
ALL,31,ESCORT,127500
ALL,31,HOME,4523156
ALL,31,OTHDISCR,329230
ALL,31,OTHMAINT,196584
ALL,31,SCHOOL,162359
ALL,31,SHOPPING,227154
ALL,31,SOCIAL,120376
ALL,31,UNIVERSITY,35471
ALL,31,WORK,996295
ALL,32,ATWORK,7733
ALL,32,EATOUT,135140
ALL,32,ESCORT,113552
ALL,32,HOME,4745914
ALL,32,OTHDISCR,381652
ALL,32,OTHMAINT,193503
ALL,32,SCHOOL,122780
ALL,32,SHOPPING,211428
ALL,32,SOCIAL,126030
ALL,32,UNIVERSITY,31166
ALL,32,WORK,748695
ALL,33,ATWORK,6381
ALL,33,EATOUT,148274
ALL,33,ESCORT,109121
ALL,33,HOME,4879072
ALL,33,OTHDISCR,399792
ALL,33,OTHMAINT,181380
ALL,33,SCHOOL,91253
ALL,33,SHOPPING,201961
ALL,33,SOCIAL,130622
ALL,33,UNIVERSITY,29271
ALL,33,WORK,552535
ALL,34,ATWORK,5653
ALL,34,EATOUT,147905
ALL,34,ESCORT,98136
ALL,34,HOME,5030385
ALL,34,OTHDISCR,375855
ALL,34,OTHMAINT,155321
ALL,34,SCHOOL,66144
ALL,34,SHOPPING,178485
ALL,34,SOCIAL,124220
ALL,34,UNIVERSITY,26814
ALL,34,WORK,416428
ALL,35,ATWORK,5405
ALL,35,EATOUT,134190
ALL,35,ESCORT,84570
ALL,35,HOME,5210820
ALL,35,OTHDISCR,321826
ALL,35,OTHMAINT,132817
ALL,35,SCHOOL,47538
ALL,35,SHOPPING,155770
ALL,35,SOCIAL,114911
ALL,35,UNIVERSITY,23778
ALL,35,WORK,318724
ALL,36,ATWORK,4975
ALL,36,EATOUT,104756
ALL,36,ESCORT,70130
ALL,36,HOME,5414481
ALL,36,OTHDISCR,248157
ALL,36,OTHMAINT,107142
ALL,36,SCHOOL,34429
ALL,36,SHOPPING,128215
ALL,36,SOCIAL,101692
ALL,36,UNIVERSITY,18995
ALL,36,WORK,251150
ALL,37,ATWORK,4395
ALL,37,EATOUT,81302
ALL,37,ESCORT,54185
ALL,37,HOME,5617618
ALL,37,OTHDISCR,169390
ALL,37,OTHMAINT,78439
ALL,37,SCHOOL,25344
ALL,37,SHOPPING,92544
ALL,37,SOCIAL,90117
ALL,37,UNIVERSITY,16123
ALL,37,WORK,198873
ALL,38,ATWORK,3829
ALL,38,EATOUT,62647
ALL,38,ESCORT,41967
ALL,38,HOME,5787798
ALL,38,OTHDISCR,115840
ALL,38,OTHMAINT,59813
ALL,38,SCHOOL,19408
ALL,38,SHOPPING,60424
ALL,38,SOCIAL,78471
ALL,38,UNIVERSITY,13860
ALL,38,WORK,155138
ALL,39,ATWORK,3165
ALL,39,EATOUT,44821
ALL,39,ESCORT,32483
ALL,39,HOME,5915401
ALL,39,OTHDISCR,76672
ALL,39,OTHMAINT,43481
ALL,39,SCHOOL,15467
ALL,39,SHOPPING,44939
ALL,39,SOCIAL,60526
ALL,39,UNIVERSITY,10971
ALL,39,WORK,120988
ALL,40,ATWORK,2477
ALL,40,EATOUT,29904
ALL,40,ESCORT,25054
ALL,40,HOME,6028254
ALL,40,OTHDISCR,45268
ALL,40,OTHMAINT,33251
ALL,40,SCHOOL,12932
ALL,40,SHOPPING,30144
ALL,40,SOCIAL,42865
ALL,40,UNIVERSITY,7708
ALL,40,WORK,91264
ALL,41,ATWORK,1770
ALL,41,EATOUT,18213
ALL,41,ESCORT,19580
ALL,41,HOME,6107862
ALL,41,OTHDISCR,29466
ALL,41,OTHMAINT,24696
ALL,41,SCHOOL,11095
ALL,41,SHOPPING,20013
ALL,41,SOCIAL,31671
ALL,41,UNIVERSITY,5903
ALL,41,WORK,65998
ALL,42,ATWORK,1192
ALL,42,EATOUT,13846
ALL,42,ESCORT,16247
ALL,42,HOME,6162663
ALL,42,OTHDISCR,17582
ALL,42,OTHMAINT,20047
ALL,42,SCHOOL,9750
ALL,42,SHOPPING,14641
ALL,42,SOCIAL,22119
ALL,42,UNIVERSITY,3778
ALL,42,WORK,46194
ALL,43,ATWORK,822
ALL,43,EATOUT,9960
ALL,43,ESCORT,13558
ALL,43,HOME,6205908
ALL,43,OTHDISCR,10161
ALL,43,OTHMAINT,15257
ALL,43,SCHOOL,8764
ALL,43,SHOPPING,11596
ALL,43,SOCIAL,15412
ALL,43,UNIVERSITY,1913
ALL,43,WORK,29067
ALL,44,ATWORK,567
ALL,44,EATOUT,6991
ALL,44,ESCORT,12125
ALL,44,HOME,6231138
ALL,44,OTHDISCR,6806
ALL,44,OTHMAINT,11528
ALL,44,SCHOOL,7906
ALL,44,SHOPPING,9959
ALL,44,SOCIAL,11057
ALL,44,UNIVERSITY,981
ALL,44,WORK,19717
ALL,45,ATWORK,368
ALL,45,EATOUT,4474
ALL,45,ESCORT,10843
ALL,45,HOME,6252182
ALL,45,OTHDISCR,3773
ALL,45,OTHMAINT,9420
ALL,45,SCHOOL,6918
ALL,45,SHOPPING,7356
ALL,45,SOCIAL,7794
ALL,45,UNIVERSITY,694
ALL,45,WORK,12237
ALL,46,ATWORK,251
ALL,46,EATOUT,3675
ALL,46,ESCORT,9423
ALL,46,HOME,6266078
ALL,46,OTHDISCR,2368
ALL,46,OTHMAINT,7386
ALL,46,SCHOOL,5609
ALL,46,SHOPPING,5686
ALL,46,SOCIAL,4603
ALL,46,UNIVERSITY,463
ALL,46,WORK,8387
ALL,47,ATWORK,102
ALL,47,EATOUT,2886
ALL,47,ESCORT,7418
ALL,47,HOME,6277493
ALL,47,OTHDISCR,1137
ALL,47,OTHMAINT,4962
ALL,47,SCHOOL,4072
ALL,47,SHOPPING,3598
ALL,47,SOCIAL,3256
ALL,47,UNIVERSITY,69
ALL,47,WORK,6370
ALL,48,ATWORK,89
ALL,48,EATOUT,1712
ALL,48,ESCORT,4016
ALL,48,HOME,6288923
ALL,48,OTHDISCR,781
ALL,48,OTHMAINT,2510
ALL,48,SCHOOL,2141
ALL,48,SHOPPING,1891
ALL,48,SOCIAL,2014
ALL,48,UNIVERSITY,48
ALL,48,WORK,3441
CHILD TOO YOUNG FOR SCHOOL,1,EATOUT,13
CHILD TOO YOUNG FOR SCHOOL,1,ESCORT,124
CHILD TOO YOUNG FOR SCHOOL,1,HOME,480036
CHILD TOO YOUNG FOR SCHOOL,1,OTHDISCR,105
CHILD TOO YOUNG FOR SCHOOL,1,OTHMAINT,238
CHILD TOO YOUNG FOR SCHOOL,1,SCHOOL,263
CHILD TOO YOUNG FOR SCHOOL,1,SHOPPING,91
CHILD TOO YOUNG FOR SCHOOL,1,SOCIAL,60
CHILD TOO YOUNG FOR SCHOOL,2,EATOUT,29
CHILD TOO YOUNG FOR SCHOOL,2,ESCORT,188
CHILD TOO YOUNG FOR SCHOOL,2,HOME,479253
CHILD TOO YOUNG FOR SCHOOL,2,OTHDISCR,182
CHILD TOO YOUNG FOR SCHOOL,2,OTHMAINT,531
CHILD TOO YOUNG FOR SCHOOL,2,SCHOOL,422
CHILD TOO YOUNG FOR SCHOOL,2,SHOPPING,201
CHILD TOO YOUNG FOR SCHOOL,2,SOCIAL,137
CHILD TOO YOUNG FOR SCHOOL,3,EATOUT,31
CHILD TOO YOUNG FOR SCHOOL,3,ESCORT,226
CHILD TOO YOUNG FOR SCHOOL,3,HOME,478685
CHILD TOO YOUNG FOR SCHOOL,3,OTHDISCR,365
CHILD TOO YOUNG FOR SCHOOL,3,OTHMAINT,731
CHILD TOO YOUNG FOR SCHOOL,3,SCHOOL,522
CHILD TOO YOUNG FOR SCHOOL,3,SHOPPING,255
CHILD TOO YOUNG FOR SCHOOL,3,SOCIAL,235
CHILD TOO YOUNG FOR SCHOOL,4,EATOUT,340
CHILD TOO YOUNG FOR SCHOOL,4,ESCORT,361
CHILD TOO YOUNG FOR SCHOOL,4,HOME,478279
CHILD TOO YOUNG FOR SCHOOL,4,OTHDISCR,734
CHILD TOO YOUNG FOR SCHOOL,4,OTHMAINT,1003
CHILD TOO YOUNG FOR SCHOOL,4,SCHOOL,583
CHILD TOO YOUNG FOR SCHOOL,4,SHOPPING,317
CHILD TOO YOUNG FOR SCHOOL,4,SOCIAL,325
CHILD TOO YOUNG FOR SCHOOL,5,EATOUT,612
CHILD TOO YOUNG FOR SCHOOL,5,ESCORT,596
CHILD TOO YOUNG FOR SCHOOL,5,HOME,477586
CHILD TOO YOUNG FOR SCHOOL,5,OTHDISCR,1924
CHILD TOO YOUNG FOR SCHOOL,5,OTHMAINT,1515
CHILD TOO YOUNG FOR SCHOOL,5,SCHOOL,624
CHILD TOO YOUNG FOR SCHOOL,5,SHOPPING,346
CHILD TOO YOUNG FOR SCHOOL,5,SOCIAL,480
CHILD TOO YOUNG FOR SCHOOL,6,EATOUT,795
CHILD TOO YOUNG FOR SCHOOL,6,ESCORT,1025
CHILD TOO YOUNG FOR SCHOOL,6,HOME,476125
CHILD TOO YOUNG FOR SCHOOL,6,OTHDISCR,2957
CHILD TOO YOUNG FOR SCHOOL,6,OTHMAINT,2288
CHILD TOO YOUNG FOR SCHOOL,6,SCHOOL,653
CHILD TOO YOUNG FOR SCHOOL,6,SHOPPING,453
CHILD TOO YOUNG FOR SCHOOL,6,SOCIAL,683
CHILD TOO YOUNG FOR SCHOOL,7,EATOUT,813
CHILD TOO YOUNG FOR SCHOOL,7,ESCORT,2212
CHILD TOO YOUNG FOR SCHOOL,7,HOME,475334
CHILD TOO YOUNG FOR SCHOOL,7,OTHDISCR,3660
CHILD TOO YOUNG FOR SCHOOL,7,OTHMAINT,3442
CHILD TOO YOUNG FOR SCHOOL,7,SCHOOL,5615
CHILD TOO YOUNG FOR SCHOOL,7,SHOPPING,764
CHILD TOO YOUNG FOR SCHOOL,7,SOCIAL,943
CHILD TOO YOUNG FOR SCHOOL,8,EATOUT,747
CHILD TOO YOUNG FOR SCHOOL,8,ESCORT,5620
CHILD TOO YOUNG FOR SCHOOL,8,HOME,470493
CHILD TOO YOUNG FOR SCHOOL,8,OTHDISCR,4120
CHILD TOO YOUNG FOR SCHOOL,8,OTHMAINT,4890
CHILD TOO YOUNG FOR SCHOOL,8,SCHOOL,27691
CHILD TOO YOUNG FOR SCHOOL,8,SHOPPING,1576
CHILD TOO YOUNG FOR SCHOOL,8,SOCIAL,1518
CHILD TOO YOUNG FOR SCHOOL,9,EATOUT,920
CHILD TOO YOUNG FOR SCHOOL,9,ESCORT,15361
CHILD TOO YOUNG FOR SCHOOL,9,HOME,448065
CHILD TOO YOUNG FOR SCHOOL,9,OTHDISCR,4519
CHILD TOO YOUNG FOR SCHOOL,9,OTHMAINT,7064
CHILD TOO YOUNG FOR SCHOOL,9,SCHOOL,85035
CHILD TOO YOUNG FOR SCHOOL,9,SHOPPING,3244
CHILD TOO YOUNG FOR SCHOOL,9,SOCIAL,2952
CHILD TOO YOUNG FOR SCHOOL,10,EATOUT,1185
CHILD TOO YOUNG FOR SCHOOL,10,ESCORT,26159
CHILD TOO YOUNG FOR SCHOOL,10,HOME,383452
CHILD TOO YOUNG FOR SCHOOL,10,OTHDISCR,5348
CHILD TOO YOUNG FOR SCHOOL,10,OTHMAINT,8585
CHILD TOO YOUNG FOR SCHOOL,10,SCHOOL,151701
CHILD TOO YOUNG FOR SCHOOL,10,SHOPPING,4891
CHILD TOO YOUNG FOR SCHOOL,10,SOCIAL,4342
CHILD TOO YOUNG FOR SCHOOL,11,EATOUT,1138
CHILD TOO YOUNG FOR SCHOOL,11,ESCORT,23313
CHILD TOO YOUNG FOR SCHOOL,11,HOME,307284
CHILD TOO YOUNG FOR SCHOOL,11,OTHDISCR,6557
CHILD TOO YOUNG FOR SCHOOL,11,OTHMAINT,8728
CHILD TOO YOUNG FOR SCHOOL,11,SCHOOL,184071
CHILD TOO YOUNG FOR SCHOOL,11,SHOPPING,4960
CHILD TOO YOUNG FOR SCHOOL,11,SOCIAL,4700
CHILD TOO YOUNG FOR SCHOOL,12,EATOUT,960
CHILD TOO YOUNG FOR SCHOOL,12,ESCORT,15919
CHILD TOO YOUNG FOR SCHOOL,12,HOME,272488
CHILD TOO YOUNG FOR SCHOOL,12,OTHDISCR,8046
CHILD TOO YOUNG FOR SCHOOL,12,OTHMAINT,8400
CHILD TOO YOUNG FOR SCHOOL,12,SCHOOL,193029
CHILD TOO YOUNG FOR SCHOOL,12,SHOPPING,4318
CHILD TOO YOUNG FOR SCHOOL,12,SOCIAL,4527
CHILD TOO YOUNG FOR SCHOOL,13,EATOUT,870
CHILD TOO YOUNG FOR SCHOOL,13,ESCORT,11217
CHILD TOO YOUNG FOR SCHOOL,13,HOME,261315
CHILD TOO YOUNG FOR SCHOOL,13,OTHDISCR,10295
CHILD TOO YOUNG FOR SCHOOL,13,OTHMAINT,8933
CHILD TOO YOUNG FOR SCHOOL,13,SCHOOL,197125
CHILD TOO YOUNG FOR SCHOOL,13,SHOPPING,4428
CHILD TOO YOUNG FOR SCHOOL,13,SOCIAL,5204
CHILD TOO YOUNG FOR SCHOOL,14,EATOUT,851
CHILD TOO YOUNG FOR SCHOOL,14,ESCORT,9550
CHILD TOO YOUNG FOR SCHOOL,14,HOME,253677
CHILD TOO YOUNG FOR SCHOOL,14,OTHDISCR,11943
CHILD TOO YOUNG FOR SCHOOL,14,OTHMAINT,9965
CHILD TOO YOUNG FOR SCHOOL,14,SCHOOL,199186
CHILD TOO YOUNG FOR SCHOOL,14,SHOPPING,5100
CHILD TOO YOUNG FOR SCHOOL,14,SOCIAL,5720
CHILD TOO YOUNG FOR SCHOOL,15,EATOUT,837
CHILD TOO YOUNG FOR SCHOOL,15,ESCORT,9117
CHILD TOO YOUNG FOR SCHOOL,15,HOME,248562
CHILD TOO YOUNG FOR SCHOOL,15,OTHDISCR,13011
CHILD TOO YOUNG FOR SCHOOL,15,OTHMAINT,11733
CHILD TOO YOUNG FOR SCHOOL,15,SCHOOL,200351
CHILD TOO YOUNG FOR SCHOOL,15,SHOPPING,6498
CHILD TOO YOUNG FOR SCHOOL,15,SOCIAL,6271
CHILD TOO YOUNG FOR SCHOOL,16,EATOUT,878
CHILD TOO YOUNG FOR SCHOOL,16,ESCORT,8950
CHILD TOO YOUNG FOR SCHOOL,16,HOME,243784
CHILD TOO YOUNG FOR SCHOOL,16,OTHDISCR,13111
CHILD TOO YOUNG FOR SCHOOL,16,OTHMAINT,12471
CHILD TOO YOUNG FOR SCHOOL,16,SCHOOL,200913
CHILD TOO YOUNG FOR SCHOOL,16,SHOPPING,7505
CHILD TOO YOUNG FOR SCHOOL,16,SOCIAL,6754
CHILD TOO YOUNG FOR SCHOOL,17,EATOUT,1322
CHILD TOO YOUNG FOR SCHOOL,17,ESCORT,8903
CHILD TOO YOUNG FOR SCHOOL,17,HOME,241801
CHILD TOO YOUNG FOR SCHOOL,17,OTHDISCR,12925
CHILD TOO YOUNG FOR SCHOOL,17,OTHMAINT,12820
CHILD TOO YOUNG FOR SCHOOL,17,SCHOOL,201097
CHILD TOO YOUNG FOR SCHOOL,17,SHOPPING,8066
CHILD TOO YOUNG FOR SCHOOL,17,SOCIAL,7250
CHILD TOO YOUNG FOR SCHOOL,18,EATOUT,2015
CHILD TOO YOUNG FOR SCHOOL,18,ESCORT,9301
CHILD TOO YOUNG FOR SCHOOL,18,HOME,240608
CHILD TOO YOUNG FOR SCHOOL,18,OTHDISCR,12594
CHILD TOO YOUNG FOR SCHOOL,18,OTHMAINT,12748
CHILD TOO YOUNG FOR SCHOOL,18,SCHOOL,200931
CHILD TOO YOUNG FOR SCHOOL,18,SHOPPING,8284
CHILD TOO YOUNG FOR SCHOOL,18,SOCIAL,7654
CHILD TOO YOUNG FOR SCHOOL,19,EATOUT,2606
CHILD TOO YOUNG FOR SCHOOL,19,ESCORT,9568
CHILD TOO YOUNG FOR SCHOOL,19,HOME,240444
CHILD TOO YOUNG FOR SCHOOL,19,OTHDISCR,12265
CHILD TOO YOUNG FOR SCHOOL,19,OTHMAINT,12532
CHILD TOO YOUNG FOR SCHOOL,19,SCHOOL,200541
CHILD TOO YOUNG FOR SCHOOL,19,SHOPPING,8415
CHILD TOO YOUNG FOR SCHOOL,19,SOCIAL,7969
CHILD TOO YOUNG FOR SCHOOL,20,EATOUT,3065
CHILD TOO YOUNG FOR SCHOOL,20,ESCORT,9968
CHILD TOO YOUNG FOR SCHOOL,20,HOME,240946
CHILD TOO YOUNG FOR SCHOOL,20,OTHDISCR,11702
CHILD TOO YOUNG FOR SCHOOL,20,OTHMAINT,12119
CHILD TOO YOUNG FOR SCHOOL,20,SCHOOL,199878
CHILD TOO YOUNG FOR SCHOOL,20,SHOPPING,8323
CHILD TOO YOUNG FOR SCHOOL,20,SOCIAL,8176
CHILD TOO YOUNG FOR SCHOOL,21,EATOUT,3025
CHILD TOO YOUNG FOR SCHOOL,21,ESCORT,10542
CHILD TOO YOUNG FOR SCHOOL,21,HOME,242380
CHILD TOO YOUNG FOR SCHOOL,21,OTHDISCR,11317
CHILD TOO YOUNG FOR SCHOOL,21,OTHMAINT,12021
CHILD TOO YOUNG FOR SCHOOL,21,SCHOOL,198972
CHILD TOO YOUNG FOR SCHOOL,21,SHOPPING,8080
CHILD TOO YOUNG FOR SCHOOL,21,SOCIAL,8318
CHILD TOO YOUNG FOR SCHOOL,22,EATOUT,2692
CHILD TOO YOUNG FOR SCHOOL,22,ESCORT,12015
